Rooms,Suburb,Address,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2,Hawthorn,9/10 Brook St,u,580000.0,PI,Fletchers,8/04/2017,4.6,3122.0,2.0,1.0,1.0,1063.0,,,Boroondara,-37.8159,145.0194,Southern Metropolitan,11308.0
1,Hawthorn,3/3 Glenroy Rd,u,535000.0,S,hockingstuart,8/04/2017,4.6,3122.0,1.0,1.0,1.0,918.0,50.0,2006.0,Boroondara,-37.8294,145.033,Southern Metropolitan,11308.0
2,Hawthorn,15/9 Lisson Gr,u,635000.0,S,Jellis,8/04/2017,4.6,3122.0,2.0,1.0,1.0,2679.0,78.0,1960.0,Boroondara,-37.8261,145.0269,Southern Metropolitan,11308.0
1,Hawthorn,5/81 morang Rd,u,317500.0,S,Noel,8/04/2017,4.6,3122.0,1.0,1.0,0.0,0.0,55.0,1957.0,Boroondara,-37.826,145.0239,Southern Metropolitan,11308.0
1,Hawthorn,17/17 Park St,u,160000.0,VB,HAR,8/04/2017,4.6,3122.0,1.0,1.0,0.0,322.0,,2009.0,Boroondara,-37.8198,145.0373,Southern Metropolitan,11308.0
1,Hawthorn,28/168 Power St,u,360000.0,PI,Woodards,8/04/2017,4.6,3122.0,1.0,1.0,1.0,6494.0,77.5,1965.0,Boroondara,-37.8254,145.0255,Southern Metropolitan,11308.0
1,Hawthorn,4/162 Barkers Rd,h,300000.0,VB,Ray,13/05/2017,4.6,3122.0,1.0,1.0,1.0,0.0,,,Boroondara,-37.8143,145.0319,Southern Metropolitan,11308.0
2,Hawthorn,31 Smart St,h,1800000.0,S,Jellis,13/05/2017,4.6,3122.0,2.0,1.0,0.0,221.0,106.0,1900.0,Boroondara,-37.8163,145.0251,Southern Metropolitan,11308.0
1,Hawthorn,12/5 Summerlea Gr,u,275000.0,SP,hockingstuart,13/05/2017,4.6,3122.0,1.0,1.0,0.0,479.0,30.0,1970.0,Boroondara,-37.8292,145.0322,Southern Metropolitan,11308.0
3,Hawthorn,6/40 Wattle Rd,t,1300000.0,VB,Jellis,13/05/2017,4.6,3122.0,3.0,2.0,1.0,126.0,,,Boroondara,-37.8255,145.029,Southern Metropolitan,11308.0
3,Hawthorn,95 Church St,h,1525000.0,VB,Jellis,20/05/2017,4.6,3122.0,3.0,1.0,0.0,269.0,134.0,1905.0,Boroondara,-37.8162,145.0206,Southern Metropolitan,11308.0
2,Hawthorn,32 College St,h,1620000.0,S,Jellis,20/05/2017,4.6,3122.0,2.0,1.0,1.0,201.0,,,Boroondara,-37.8173,145.0246,Southern Metropolitan,11308.0
3,Hawthorn,12 Hunter St,h,1985000.0,S,Jellis,20/05/2017,4.6,3122.0,3.0,2.0,1.0,254.0,,1910.0,Boroondara,-37.8287,145.0419,Southern Metropolitan,11308.0
3,Hawthorn,4 Manchester St,h,1750000.0,S,Woodards,20/05/2017,4.6,3122.0,3.0,1.0,4.0,368.0,,,Boroondara,-37.8288,145.0398,Southern Metropolitan,11308.0
4,Hawthorn,54 Manningtree Rd,h,2100000.0,S,hockingstuart,20/05/2017,4.6,3122.0,4.0,1.0,2.0,383.0,,,Boroondara,-37.8237,145.0311,Southern Metropolitan,11308.0
2,Hawthorn,10/352 Auburn Rd,u,560000.0,SP,R&H,22/04/2017,4.6,3122.0,2.0,1.0,0.0,0.0,82.3,1960.0,Boroondara,-37.832,145.0431,Southern Metropolitan,11308.0
5,Hawthorn East,25 Myrniong Gr,h,3750000.0,VB,Woodards,6/05/2017,7.5,3123.0,5.0,3.0,4.0,858.0,,,Boroondara,-37.8395,145.0534,Southern Metropolitan,6482.0
3,Hawthorn East,18/36 Anderson Rd,u,780000.0,S,Jellis,8/04/2017,7.5,3123.0,3.0,1.0,1.0,0.0,,,Boroondara,-37.8414,145.0505,Southern Metropolitan,6482.0
2,Hawthorn East,6/36 Auburn Gr,u,500000.0,SP,Marshall,8/04/2017,7.5,3123.0,2.0,1.0,1.0,710.0,,,Boroondara,-37.8259,145.0483,Southern Metropolitan,6482.0
3,Hawthorn East,4/26 Redfern Rd,t,1264000.0,S,hockingstuart,8/04/2017,7.5,3123.0,3.0,2.0,2.0,0.0,187.0,2010.0,Boroondara,-37.8302,145.0527,Southern Metropolitan,6482.0
2,Hawthorn East,1002/480 Riversdale Rd,u,1462000.0,S,Jellis,8/04/2017,7.5,3123.0,2.0,2.0,3.0,0.0,,,Boroondara,-37.8315,145.0559,Southern Metropolitan,6482.0
1,Hawthorn East,8/107 Victoria Rd,u,440000.0,S,Jellis,8/04/2017,7.5,3123.0,1.0,1.0,1.0,2306.0,,1970.0,Boroondara,-37.8227,145.0528,Southern Metropolitan,6482.0
3,Hawthorn East,21 Broomfield Rd,h,1575000.0,S,Jellis,13/05/2017,7.5,3123.0,3.0,1.0,0.0,305.0,,,Boroondara,-37.8309,145.0451,Southern Metropolitan,6482.0
2,Hawthorn East,8 Fairmount Rd,h,1320000.0,S,Jellis,13/05/2017,7.5,3123.0,2.0,1.0,3.0,325.0,,,Boroondara,-37.8355,145.04399999999995,Southern Metropolitan,6482.0
4,Hawthorn East,41 Leura Gr,h,3600000.0,VB,Jellis,13/05/2017,7.5,3123.0,4.0,3.0,2.0,667.0,310.0,1988.0,Boroondara,-37.8374,145.0511,Southern Metropolitan,6482.0
4,Hawthorn East,13 Pleasant Rd,h,2425000.0,PI,Real,13/05/2017,7.5,3123.0,4.0,2.0,2.0,729.0,278.0,,Boroondara,-37.8343,145.0488,Southern Metropolitan,6482.0
3,Hawthorn East,2 Widford St,h,1890000.0,S,Marshall,13/05/2017,7.5,3123.0,3.0,2.0,2.0,224.0,,,Boroondara,-37.8368,145.0508,Southern Metropolitan,6482.0
1,Hawthorn East,6/4 Wiseman St,u,400500.0,S,Bekdon,13/05/2017,7.5,3123.0,1.0,1.0,1.0,71.0,,,Boroondara,-37.8372,145.0433,Southern Metropolitan,6482.0
3,Hawthorn East,1/27 Auburn Gr,h,1405000.0,S,Kay,20/05/2017,7.5,3123.0,3.0,2.0,2.0,185.0,185.0,1985.0,Boroondara,-37.8255,145.0481,Southern Metropolitan,6482.0
3,Hawthorn East,35 Auburn Gr,h,2102000.0,S,Noel,20/05/2017,7.5,3123.0,3.0,2.0,1.0,271.0,126.0,,Boroondara,-37.8256,145.0486,Southern Metropolitan,6482.0
2,Hawthorn East,16/330 Riversdale Rd,u,435000.0,S,RT,20/05/2017,7.5,3123.0,2.0,1.0,1.0,1536.0,,,Boroondara,-37.8307,145.0493,Southern Metropolitan,6482.0
1,Hawthorn East,2/24 Selwood St,u,375000.0,S,Jellis,20/05/2017,7.5,3123.0,1.0,1.0,1.0,0.0,,1960.0,Boroondara,-37.8362,145.0543,Southern Metropolitan,6482.0
2,Hawthorn East,1/21 Auburn Gr,u,555000.0,S,Marshall,29/04/2017,7.5,3123.0,2.0,1.0,2.0,0.0,64.0,1970.0,Boroondara,-37.8254,145.0474,Southern Metropolitan,6482.0
2,Hawthorn East,6/787 Burwood Rd,u,532000.0,S,Marshall,29/04/2017,7.5,3123.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8244,145.0517,Southern Metropolitan,6482.0
4,Heidelberg,47 Beverley Rd,h,1450000.0,PI,Miles,6/05/2017,10.6,3084.0,4.0,3.0,2.0,952.0,,1967.0,Banyule,-37.7511,145.0772,Eastern Metropolitan,2890.0
3,Heidelberg,74 Brown St,h,1340000.0,S,Darren,8/04/2017,10.6,3084.0,3.0,2.0,0.0,600.0,,,Banyule,-37.7523,145.0676,Eastern Metropolitan,2890.0
2,Heidelberg,3/56 Banksia St,t,630000.0,S,Miles,20/05/2017,10.6,3084.0,2.0,1.0,1.0,86.0,,,Banyule,-37.7586,145.0629,Eastern Metropolitan,2890.0
3,Heidelberg,29 Martin St,h,1271000.0,S,Fletchers,22/04/2017,10.6,3084.0,3.0,2.0,2.0,330.0,171.0,2008.0,Banyule,-37.7524,145.06,Eastern Metropolitan,2890.0
4,Heidelberg,3/89 Rosanna Rd,u,610000.0,S,Philip,22/04/2017,10.6,3084.0,4.0,3.0,2.0,152.0,,1980.0,Banyule,-37.7505,145.0703,Eastern Metropolitan,2890.0
2,Heidelberg Heights,53 Lloyd St,h,910000.0,S,Haughton,6/05/2017,10.5,3081.0,2.0,1.0,2.0,733.0,,,Banyule,-37.7442,145.0528,Eastern Metropolitan,2947.0
2,Heidelberg Heights,14 Shelley St,h,665000.0,S,Jellis,6/05/2017,10.5,3081.0,2.0,1.0,1.0,263.0,84.0,1992.0,Banyule,-37.7428,145.0511,Eastern Metropolitan,2947.0
3,Heidelberg Heights,2/76 Porter Rd,t,575000.0,S,Noel,8/04/2017,10.5,3081.0,3.0,1.0,2.0,192.0,91.0,1995.0,Banyule,-37.7388,145.0581,Eastern Metropolitan,2947.0
4,Heidelberg Heights,1 Shelley St,h,706000.0,SP,Nelson,8/04/2017,10.5,3081.0,4.0,1.0,2.0,374.0,113.0,1940.0,Banyule,-37.7437,145.0506,Eastern Metropolitan,2947.0
2,Heidelberg Heights,18 Francis St,h,780000.0,S,Barry,20/05/2017,10.5,3081.0,2.0,1.0,1.0,433.0,,,Banyule,-37.7521,145.0516,Eastern Metropolitan,2947.0
3,Heidelberg Heights,1/55 Outhwaite Rd,t,601000.0,S,Fletchers,20/05/2017,10.5,3081.0,3.0,2.0,2.0,200.0,,,Banyule,-37.7399,145.054,Eastern Metropolitan,2947.0
3,Heidelberg Heights,96 Southern Rd,h,805000.0,S,Barry,20/05/2017,10.5,3081.0,3.0,1.0,0.0,592.0,,,Banyule,-37.7421,145.0487,Eastern Metropolitan,2947.0
2,Heidelberg Heights,18 Swanston St,h,690000.0,VB,Barry,20/05/2017,10.5,3081.0,2.0,1.0,0.0,563.0,,,Banyule,-37.7383,145.0555,Eastern Metropolitan,2947.0
2,Heidelberg Heights,23 Flinders St,h,682000.0,S,Barry,22/04/2017,10.5,3081.0,2.0,1.0,0.0,341.0,,,Banyule,-37.7366,145.0509,Eastern Metropolitan,2947.0
3,Heidelberg Heights,79 Outhwaite Rd,h,657000.0,S,Jellis,22/04/2017,10.5,3081.0,3.0,1.0,1.0,317.0,95.0,1950.0,Banyule,-37.7397,145.0513,Eastern Metropolitan,2947.0
3,Heidelberg Heights,2/388 Waterdale Rd,u,630000.0,SP,Miles,29/04/2017,10.5,3081.0,3.0,2.0,1.0,0.0,123.0,2015.0,Banyule,-37.7502,145.0465,Eastern Metropolitan,2947.0
3,Heidelberg West,3 Leyte Pde,h,880000.0,S,Haughton,6/05/2017,9.4,3081.0,3.0,1.0,2.0,689.0,,,Banyule,-37.7382,145.0451,Eastern Metropolitan,2674.0
3,Heidelberg West,330 Liberty Pde,h,687000.0,S,Haughton,6/05/2017,9.4,3081.0,3.0,1.0,2.0,489.0,,,Banyule,-37.7364,145.0379,Eastern Metropolitan,2674.0
2,Heidelberg West,316 Liberty Pde,h,650000.0,S,Haughton,8/04/2017,9.4,3081.0,2.0,1.0,2.0,465.0,81.0,1960.0,Banyule,-37.7369,145.0371,Eastern Metropolitan,2674.0
3,Heidelberg West,25 Mulberry Pde,h,855000.0,S,Barry,8/04/2017,9.4,3081.0,3.0,1.0,2.0,658.0,99.0,1960.0,Banyule,-37.7445,145.0386,Eastern Metropolitan,2674.0
2,Heidelberg West,6 Normanby Ct,h,613000.0,S,Barry,13/05/2017,9.4,3081.0,2.0,1.0,0.0,391.0,74.0,1960.0,Banyule,-37.7349,145.0398,Eastern Metropolitan,2674.0
3,Heidelberg West,373 Liberty Pde,h,640000.0,S,hockingstuart,20/05/2017,9.4,3081.0,3.0,1.0,2.0,476.0,200.0,1956.0,Banyule,-37.7339,145.0405,Eastern Metropolitan,2674.0
1,Heidelberg West,8 Malahang Pde,h,442000.0,S,Barry,20/05/2017,9.4,3081.0,1.0,1.0,0.0,290.0,,,Banyule,-37.7434,145.0468,Eastern Metropolitan,2674.0
3,Heidelberg West,1 Normanby Ct,h,810000.0,S,Barry,22/04/2017,9.4,3081.0,3.0,2.0,0.0,747.0,,,Banyule,-37.7348,145.0402,Eastern Metropolitan,2674.0
3,Heidelberg West,171 Southern Rd,h,950000.0,S,William,22/04/2017,9.4,3081.0,3.0,1.0,3.0,695.0,,,Banyule,-37.7416,145.0406,Eastern Metropolitan,2674.0
4,Heidelberg West,15 Tarakan St,h,725000.0,S,Miles,29/04/2017,9.4,3081.0,4.0,1.0,2.0,585.0,,,Banyule,-37.7469,145.0448,Eastern Metropolitan,2674.0
3,Hughesdale,3/36 Darling St,t,998000.0,S,Ray,8/04/2017,13.0,3166.0,3.0,2.0,2.0,246.0,,2000.0,Monash,-37.9031,145.0804,Southern Metropolitan,3145.0
4,Hughesdale,1/547 Neerim Rd,t,1340000.0,S,Mandy,13/05/2017,13.0,3166.0,4.0,4.0,2.0,370.0,255.79,2006.0,Monash,-37.8919,145.0781,Southern Metropolitan,3145.0
4,Hughesdale,11 Euston Rd,h,2190000.0,S,Purplebricks,20/05/2017,13.0,3166.0,4.0,3.0,4.0,695.0,,,Monash,-37.8938,145.0785,Southern Metropolitan,3145.0
2,Hughesdale,9A Normanby St,h,980000.0,S,Woodards,20/05/2017,13.0,3166.0,2.0,1.0,1.0,387.0,,1896.0,Monash,-37.9021,145.0837,Southern Metropolitan,3145.0
2,Hughesdale,1071 North Rd,h,720000.0,SA,Buxton,29/04/2017,13.0,3166.0,2.0,1.0,2.0,795.0,,,Monash,-37.9087,145.0799,Southern Metropolitan,3145.0
3,Ivanhoe,4 Edwin St,h,990000.0,S,Nelson,6/05/2017,7.9,3079.0,3.0,2.0,2.0,377.0,,1940.0,Banyule,-37.7573,145.0496,Eastern Metropolitan,5549.0
4,Ivanhoe,47 Waterdale Rd,h,1410000.0,S,Barry,6/05/2017,7.9,3079.0,4.0,2.0,1.0,449.0,252.0,1945.0,Banyule,-37.777,145.0414,Eastern Metropolitan,5549.0
3,Ivanhoe,69 Ford St,h,970000.0,S,Miles,8/04/2017,7.9,3079.0,3.0,1.0,4.0,459.0,,,Banyule,-37.7639,145.0377,Eastern Metropolitan,5549.0
4,Ivanhoe,55 Livingstone St,h,1650000.0,PI,Miles,8/04/2017,7.9,3079.0,4.0,2.0,1.0,589.0,185.0,1910.0,Banyule,-37.7671,145.037,Eastern Metropolitan,5549.0
4,Ivanhoe,39 Thoresby Gr,h,3020000.0,S,Miles,8/04/2017,7.9,3079.0,4.0,2.0,1.0,1250.0,,,Banyule,-37.7639,145.0506,Eastern Metropolitan,5549.0
5,Ivanhoe,128 Bond St,h,1689000.0,S,Nelson,13/05/2017,7.9,3079.0,5.0,2.0,2.0,633.0,,,Banyule,-37.7615,145.0309,Eastern Metropolitan,5549.0
2,Ivanhoe,8/1088 Heidelberg Rd,h,690000.0,VB,Miles,13/05/2017,7.9,3079.0,2.0,1.0,1.0,1465.0,,,Banyule,-37.7735,145.0403,Eastern Metropolitan,5549.0
3,Ivanhoe,3 Sylvan Ct,h,1851000.0,S,Jellis,13/05/2017,7.9,3079.0,3.0,2.0,2.0,618.0,215.0,1960.0,Banyule,-37.7817,145.0391,Eastern Metropolitan,5549.0
3,Ivanhoe,2/24 Abbotsford Gr,u,1110000.0,S,Miles,20/05/2017,7.9,3079.0,3.0,2.0,1.0,366.0,,,Banyule,-37.7701,145.0385,Eastern Metropolitan,5549.0
3,Ivanhoe,1/53 Norman St,t,1060000.0,S,Purplebricks,29/04/2017,7.9,3079.0,3.0,0.0,0.0,219.0,,1980.0,Banyule,-37.7679,145.0466,Eastern Metropolitan,5549.0
2,Ivanhoe East,7 Robinhood Rd,h,2100000.0,S,Miles,6/05/2017,9.0,3079.0,2.0,1.0,2.0,1003.0,,,Banyule,-37.7752,145.0579,Eastern Metropolitan,1554.0
5,Ivanhoe East,325 The Boulevard,h,2325000.0,PI,Jellis,13/05/2017,9.0,3079.0,5.0,3.0,2.0,737.0,325.0,2008.0,Banyule,-37.7794,145.0647,Eastern Metropolitan,1554.0
3,Ivanhoe East,475 The Boulevard,h,2400000.0,VB,Miles,13/05/2017,9.0,3079.0,3.0,2.0,2.0,1132.0,240.0,1950.0,Banyule,-37.7715,145.0688,Eastern Metropolitan,1554.0
3,Ivanhoe East,15 Longstaff St,h,1740000.0,S,Nelson,20/05/2017,9.0,3079.0,3.0,1.0,2.0,792.0,,,Banyule,-37.774,145.0654,Eastern Metropolitan,1554.0
4,Kealba,7 Donnelly Ct,h,646000.0,S,Ray,29/04/2017,15.0,3021.0,4.0,2.0,2.0,658.0,198.0,1980.0,Brimbank,-37.7358,144.8217,Western Metropolitan,1202.0
3,Kealba,14 Rowan Dr,h,570000.0,S,Barry,29/04/2017,15.0,3021.0,3.0,1.0,2.0,557.0,,,Brimbank,-37.7279,144.8224,Western Metropolitan,1202.0
3,Keilor East,63 Park Dr,h,843000.0,S,Nelson,8/04/2017,12.8,3033.0,3.0,2.0,4.0,573.0,176.0,1980.0,Moonee Valley,-37.7473,144.8555,Western Metropolitan,5629.0
3,Keilor East,188 Rachelle Rd,h,835000.0,S,Brad,8/04/2017,12.8,3033.0,3.0,2.0,2.0,700.0,126.0,1980.0,Moonee Valley,-37.7322,144.8722,Western Metropolitan,5629.0
3,Keilor East,87A Wyong St,h,635000.0,S,Nelson,8/04/2017,12.8,3033.0,3.0,2.0,1.0,162.0,115.0,2015.0,Moonee Valley,-37.7308,144.8664,Western Metropolitan,5629.0
2,Keilor East,3/50 Berembong Dr,u,490000.0,SP,hockingstuart,13/05/2017,12.8,3033.0,2.0,1.0,2.0,220.0,,2001.0,Moonee Valley,-37.7346,144.8584,Western Metropolitan,5629.0
3,Keilor East,12 Cecelia Dr,h,745000.0,S,Nelson,13/05/2017,12.8,3033.0,3.0,1.0,1.0,535.0,134.0,1980.0,Moonee Valley,-37.7475,144.852,Western Metropolitan,5629.0
3,Keilor East,3 Pennington St,h,941000.0,S,Harcourts,13/05/2017,12.8,3033.0,3.0,1.0,1.0,703.0,111.0,1965.0,Moonee Valley,-37.746,144.8651,Western Metropolitan,5629.0
3,Keilor East,52 Prospect Dr,h,738000.0,S,Moonee,13/05/2017,12.8,3033.0,3.0,1.0,4.0,546.0,,,Moonee Valley,-37.7486,144.8565,Western Metropolitan,5629.0
3,Keilor East,17 Janet St,h,912000.0,S,Nelson,20/05/2017,12.8,3033.0,3.0,1.0,3.0,660.0,,,Moonee Valley,-37.7466,144.8707,Western Metropolitan,5629.0
3,Keilor East,1/77 Lincoln Dr,t,745000.0,S,Barry,20/05/2017,12.8,3033.0,3.0,2.0,1.0,224.0,,,Moonee Valley,-37.7426,144.868,Western Metropolitan,5629.0
2,Keilor East,12 Hilltop Ct,t,570000.0,SP,Nelson,29/04/2017,12.8,3033.0,2.0,2.0,2.0,55.0,,,Moonee Valley,-37.7388,144.8767,Western Metropolitan,5629.0
4,Keilor East,19 Tuppal Pl,h,885000.0,S,Nelson,29/04/2017,12.8,3033.0,4.0,2.0,2.0,814.0,,,Moonee Valley,-37.7317,144.8619,Western Metropolitan,5629.0
5,Kew,23 Uvadale Gr,h,3800000.0,VB,Jellis,6/05/2017,5.6,3101.0,5.0,5.0,3.0,609.0,424.0,1970.0,Boroondara,-37.8064,145.0451,Southern Metropolitan,10331.0
2,Kew,4/110 Walpole St,u,700000.0,SP,Jellis,6/05/2017,5.6,3101.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.7977,145.0333,Southern Metropolitan,10331.0
3,Kew,6/87 Earl St,t,752000.0,S,hockingstuart,8/04/2017,5.6,3101.0,3.0,2.0,2.0,0.0,102.0,1980.0,Boroondara,-37.794000000000004,145.033,Southern Metropolitan,10331.0
3,Kew,62 Wiltshire Dr,t,690000.0,S,McGrath,8/04/2017,5.6,3101.0,3.0,1.0,2.0,111.0,3.0,1872.0,Boroondara,-37.7941,145.0238,Southern Metropolitan,10331.0
1,Kew,25/912 Glenferrie Rd,u,468000.0,S,hockingstuart,13/05/2017,5.6,3101.0,1.0,1.0,1.0,0.0,,,Boroondara,-37.8083,145.0382,Southern Metropolitan,10331.0
4,Kew,48 Malin St,h,2600000.0,S,Marshall,13/05/2017,5.6,3101.0,4.0,2.0,0.0,320.0,186.36,1920.0,Boroondara,-37.8127,145.0451,Southern Metropolitan,10331.0
5,Kew,8 Mawson St,h,4515000.0,S,Marshall,13/05/2017,5.6,3101.0,5.0,4.0,2.0,800.0,490.0,2012.0,Boroondara,-37.8147,145.0571,Southern Metropolitan,10331.0
5,Kew,7 Molesworth St,h,3160000.0,S,Marshall,13/05/2017,5.6,3101.0,5.0,5.0,2.0,811.0,,,Boroondara,-37.8013,145.028,Southern Metropolitan,10331.0
2,Kew,2/64 Normanby Rd,u,820000.0,PI,Noel,13/05/2017,5.6,3101.0,2.0,1.0,1.0,826.0,95.0,1960.0,Boroondara,-37.805,145.0546,Southern Metropolitan,10331.0
4,Kew,199 Barkers Rd,h,2150000.0,S,Marshall,20/05/2017,5.6,3101.0,4.0,4.0,2.0,543.0,,,Boroondara,-37.8144,145.0358,Southern Metropolitan,10331.0
3,Kew,21 Churchill St,h,1965000.0,S,hockingstuart,20/05/2017,5.6,3101.0,3.0,1.0,2.0,813.0,,,Boroondara,-37.7993,145.0451,Southern Metropolitan,10331.0
5,Kew,63 Davis St,h,2425000.0,SP,Marshall,20/05/2017,5.6,3101.0,5.0,3.0,1.0,520.0,,,Boroondara,-37.8101,145.0464,Southern Metropolitan,10331.0
2,Kew,8/48 Derby St,u,643000.0,S,Jellis,20/05/2017,5.6,3101.0,2.0,1.0,1.0,0.0,,1960.0,Boroondara,-37.8018,145.0376,Southern Metropolitan,10331.0
3,Kew,3/89 Earl St,t,835000.0,S,Hall,20/05/2017,5.6,3101.0,3.0,2.0,2.0,247.0,147.2,2007.0,Boroondara,-37.7944,145.0327,Southern Metropolitan,10331.0
2,Kew,3/38 Pakington St,u,736000.0,S,Marshall,22/04/2017,5.6,3101.0,2.0,1.0,1.0,964.0,,1960.0,Boroondara,-37.8022,145.035,Southern Metropolitan,10331.0
2,Kew East,2/14 Westbrook St,u,590000.0,VB,Jellis,20/05/2017,7.5,3102.0,2.0,1.0,1.0,838.0,70.0,1970.0,Boroondara,-37.7974,145.0526,Southern Metropolitan,2671.0
3,Kew East,136 Kilby Rd,h,1402000.0,S,Nelson,22/04/2017,7.5,3102.0,3.0,2.0,2.0,422.0,120.0,1950.0,Boroondara,-37.7927,145.056,Southern Metropolitan,2671.0
3,Kew East,3/1230 Old Burke Rd,t,1205000.0,S,hockingstuart,22/04/2017,7.5,3102.0,3.0,2.0,2.0,270.0,,,Boroondara,-37.7864,145.0631,Southern Metropolitan,2671.0
3,Kingsville,87 Chirnside St,h,1190000.0,SP,Village,13/05/2017,7.8,3012.0,3.0,1.0,1.0,276.0,105.0,1925.0,Maribyrnong,-37.8082,144.8828,Western Metropolitan,1808.0
4,Kingsville,100 Coronation St,h,1205000.0,S,hockingstuart,20/05/2017,7.8,3012.0,4.0,1.0,1.0,318.0,145.0,1960.0,Maribyrnong,-37.8105,144.8803,Western Metropolitan,1808.0
3,Kingsville,363 Geelong Rd,h,860000.0,SP,Village,29/04/2017,7.8,3012.0,3.0,1.0,3.0,555.0,168.0,1940.0,Maribyrnong,-37.8083,144.8754,Western Metropolitan,1808.0
3,Maidstone,45 Thomson St,h,760000.0,PI,Biggin,8/04/2017,9.2,3012.0,3.0,1.0,2.0,584.0,,,Maribyrnong,-37.7858,144.8757,Western Metropolitan,3873.0
3,Maidstone,25 Thomson St,h,873000.0,S,Biggin,13/05/2017,9.2,3012.0,3.0,1.0,2.0,625.0,,,Maribyrnong,-37.7876,144.8752,Western Metropolitan,3873.0
2,Maidstone,5 Ballarat Rd,h,640000.0,PI,Sweeney,20/05/2017,9.2,3012.0,2.0,1.0,2.0,206.0,,,Maribyrnong,-37.7887,144.8828,Western Metropolitan,3873.0
3,Maidstone,11 Eucalyptus Dr,t,680000.0,VB,Biggin,20/05/2017,9.2,3012.0,3.0,3.0,2.0,2787.0,,2012.0,Maribyrnong,-37.7794,144.872,Western Metropolitan,3873.0
3,Maidstone,2/56 Mitchell St,h,725000.0,S,Biggin,20/05/2017,9.2,3012.0,3.0,2.0,2.0,260.0,,,Maribyrnong,-37.7825,144.8833,Western Metropolitan,3873.0
2,Maidstone,18 Pullar St,h,472500.0,S,Burnham,20/05/2017,9.2,3012.0,2.0,1.0,0.0,315.0,89.0,1990.0,Maribyrnong,-37.7835,144.8723,Western Metropolitan,3873.0
3,Maidstone,1/1 Clarendon St,t,675000.0,S,Biggin,22/04/2017,9.2,3012.0,3.0,2.0,2.0,159.0,128.0,2016.0,Maribyrnong,-37.785,144.8673,Western Metropolitan,3873.0
2,Maidstone,15/15 Eucalyptus Dr,u,405000.0,SP,Pagan,22/04/2017,9.2,3012.0,2.0,2.0,1.0,2787.0,75.0,2013.0,Maribyrnong,-37.7794,144.872,Western Metropolitan,3873.0
4,Maidstone,2/6 Spurling St,t,838000.0,S,Sweeney,29/04/2017,9.2,3012.0,4.0,2.0,2.0,294.0,194.0,,Maribyrnong,-37.7844,144.8758,Western Metropolitan,3873.0
3,Maidstone,12 Winston St,h,930000.0,SP,Biggin,29/04/2017,9.2,3012.0,3.0,1.0,2.0,660.0,88.0,1955.0,Maribyrnong,-37.7851,144.8654,Western Metropolitan,3873.0
1,Malvern,5/11 Johnstone St,u,365000.0,SP,hockingstuart,6/05/2017,7.4,3144.0,1.0,1.0,1.0,0.0,46.0,1960.0,Stonnington,-37.8691,145.0345,Southern Metropolitan,4675.0
2,Malvern,14 Norfolk Pl,t,1000000.0,VB,Jellis,6/05/2017,7.4,3144.0,2.0,2.0,1.0,156.0,,,Stonnington,-37.8486,145.0321,Southern Metropolitan,4675.0
1,Malvern,11/5 Warner St,u,456000.0,S,Jellis,6/05/2017,7.4,3144.0,1.0,1.0,1.0,4721.0,,,Stonnington,-37.8515,145.0372,Southern Metropolitan,4675.0
3,Malvern,18 Chandlers Rd,h,2250000.0,S,Marshall,13/05/2017,7.4,3144.0,3.0,2.0,2.0,192.0,191.0,2010.0,Stonnington,-37.8654,145.0297,Southern Metropolitan,4675.0
3,Malvern,19 Gordon Gr,h,2000000.0,VB,Jellis,13/05/2017,7.4,3144.0,3.0,1.0,2.0,360.0,,,Stonnington,-37.8636,145.0301,Southern Metropolitan,4675.0
3,Malvern East,32 Chadstone Rd,h,2250000.0,S,Fletchers,6/05/2017,11.2,3145.0,3.0,1.0,2.0,840.0,170.0,1950.0,Stonnington,-37.883,145.0791,Southern Metropolitan,8801.0
4,Malvern East,24 Kerferd St,h,3200000.0,S,Marshall,8/04/2017,11.2,3145.0,4.0,2.0,2.0,709.0,214.0,1910.0,Stonnington,-37.8693,145.0423,Southern Metropolitan,8801.0
3,Malvern East,2059 Malvern Rd,h,1380000.0,S,Buxton,8/04/2017,11.2,3145.0,3.0,1.0,2.0,572.0,,,Stonnington,-37.8757,145.066,Southern Metropolitan,8801.0
1,Malvern East,7/696 Waverley Rd,u,267500.0,S,Ray,8/04/2017,11.2,3145.0,1.0,1.0,1.0,2410.0,,,Stonnington,-37.8779,145.0873,Southern Metropolitan,8801.0
4,Malvern East,1411 Dandenong Rd,h,1290000.0,S,Buxton,13/05/2017,11.2,3145.0,4.0,2.0,2.0,395.0,,,Stonnington,-37.8914,145.0842,Southern Metropolitan,8801.0
3,Malvern East,16 Tooronga Rd,h,2020000.0,S,Marshall,13/05/2017,11.2,3145.0,3.0,2.0,2.0,711.0,196.0,1915.0,Stonnington,-37.8723,145.0387,Southern Metropolitan,8801.0
